timestamp,user_id,action,patient_uhid,patient_aadhar,resource,sensitive_data_accessed,justification,ip_address,location,device,status,risk_score
2026-02-18T03:22:06.739704,MED0113,ayushman_verify,UHID258197,2106 5169 2977,imaging,True,Emergency,49.28.71.17,Surat,Hospital Workstation,success,2
2026-02-12T14:55:06.739709,MED0097,discharge_patient,UHID376322,2134 1764 7385,prescriptions,True,Consultation,49.95.3.7,Coimbatore,Tablet,success,88
2026-02-02T10:27:06.739715,MED0033,ayushman_verify,UHID230475,7149 2586 6034,imaging,True,Consultation,1.237.1.160,Chennai,Hospital Workstation,success,85
2025-12-30T01:57:06.739720,MED0121,emergency_access,UHID345890,3998 4653 3777,lab_results,True,Follow-up,115.225.12.153,Kochi,Mobile,success,26
2026-01-27T20:00:06.739725,MED0077,update_diagnosis,UHID169578,9130 1983 2995,lab_results,True,Consultation,117.80.61.96,Kanpur,Tablet,denied,33
2026-01-11T10:54:06.739731,MED0144,emergency_access,UHID101524,9275 8741 3018,lab_results,True,Treatment,117.206.46.224,Kochi,Mobile,denied,39
2026-01-06T12:53:06.739736,MED0018,view_patient_record,UHID168678,3138 7308 3008,patient_records,True,Treatment,106.60.24.182,Chennai,Mobile,success,49
2025-12-21T04:54:06.739741,MED0121,prescribe_medication,UHID838659,8694 8191 9376,patient_records,True,Emergency,27.99.53.112,Ahmedabad,Mobile,success,27
2026-02-04T07:26:06.739747,MED0078,emergency_access,UHID563152,6111 1483 9877,prescriptions,True,Follow-up,27.249.42.126,Bhopal,Hospital Workstation,success,52
2026-01-13T20:25:06.739752,MED0075,emergency_access,UHID364992,4861 3499 3474,prescriptions,True,Follow-up,106.119.54.208,Kochi,Mobile,success,68
2026-01-12T23:37:06.739757,MED0108,view_patient_record,UHID837488,3613 7356 4312,prescriptions,True,Emergency,103.76.220.41,Mumbai,Tablet,success,32
2025-12-30T07:40:06.739763,MED0006,view_patient_record,UHID173697,8380 4397 9842,patient_records,True,Treatment,117.227.122.190,Pune,Mobile,success,36
2026-01-28T21:39:06.739768,MED0123,view_patient_record,UHID458199,7529 8791 4833,billing,True,Treatment,1.52.198.146,Bhopal,Hospital Workstation,success,13
2026-01-01T02:26:06.739774,MED0139,ayushman_verify,UHID775685,9751 5102 1610,imaging,True,Emergency,27.117.42.147,Mumbai,Mobile,success,80
2026-02-06T10:24:06.739779,MED0115,discharge_patient,UHID748734,9448 8132 8557,prescriptions,True,Follow-up,103.47.168.184,Surat,Hospital Workstation,success,17
2026-01-10T18:55:06.739785,MED0127,view_patient_record,UHID485620,7131 8792 8458,lab_results,True,Treatment,103.164.119.107,Kochi,Mobile,success,76
2026-01-14T05:32:06.739791,MED0014,emergency_access,UHID331416,6135 5031 9925,lab_results,True,Treatment,117.240.250.106,Bhopal,Mobile,success,100
2025-12-21T22:33:06.739796,MED0147,prescribe_medication,UHID864985,2262 2136 7065,lab_results,True,Treatment,117.76.252.186,Delhi,Tablet,success,49
2026-02-16T05:08:06.739801,MED0103,update_diagnosis,UHID942574,3479 9137 3048,prescriptions,True,Consultation,115.6.219.121,Jaipur,Tablet,success,8
2026-02-05T00:40:06.739807,MED0111,update_diagnosis,UHID473945,3180 8127 6689,prescriptions,True,Consultation,115.173.227.105,Vadodara,Hospital Workstation,success,0
2026-01-28T04:56:06.739812,MED0010,ayushman_verify,UHID436214,6186 6667 4994,patient_records,True,Consultation,103.246.142.51,Chandigarh,Hospital Workstation,success,20
2026-02-19T03:08:06.739818,MED0116,ayushman_verify,UHID479012,4516 4722 6766,billing,True,Emergency,27.85.99.143,Surat,Tablet,success,16
2026-02-10T01:12:06.739823,MED0064,discharge_patient,UHID113196,2588 8724 2024,patient_records,True,Follow-up,1.249.38.177,Hyderabad,Mobile,success,75
2026-02-06T00:06:06.739828,MED0063,emergency_access,UHID838297,6628 5267 4128,prescriptions,True,Consultation,115.39.68.214,Kochi,Tablet,success,27
2026-01-02T16:54:06.739834,MED0130,prescribe_medication,UHID485989,9680 8600 1106,prescriptions,True,Treatment,1.58.236.57,Chennai,Hospital Workstation,success,41
2025-12-23T08:46:06.739839,MED0027,emergency_access,UHID745281,7787 3300 4096,lab_results,True,Consultation,27.13.186.248,Coimbatore,Mobile,success,85
2026-01-14T19:10:06.739845,MED0063,ayushman_verify,UHID670437,4842 4982 4220,lab_results,True,Follow-up,115.104.117.84,Vadodara,Hospital Workstation,success,70
2026-01-09T23:50:06.739850,MED0042,emergency_access,UHID656728,6563 9253 2111,prescriptions,True,Treatment,49.171.34.90,Lucknow,Tablet,success,51
2025-12-27T13:20:06.739855,MED0078,update_diagnosis,UHID308571,1857 1609 7800,lab_results,True,Follow-up,27.237.19.72,Vadodara,Tablet,success,17
2026-02-17T09:50:06.739862,MED0136,discharge_patient,UHID800511,9861 2781 3308,billing,True,Consultation,27.226.216.55,Pune,Mobile,success,62
2026-01-18T17:50:06.739867,MED0147,update_diagnosis,UHID366519,8346 1667 2859,lab_results,True,Treatment,1.232.220.221,Mumbai,Tablet,success,75
2026-01-18T23:13:06.739873,MED0026,discharge_patient,UHID590674,1349 6435 8458,billing,True,Follow-up,1.51.10.130,Delhi,Mobile,success,95
2025-12-21T05:39:06.739878,MED0018,update_diagnosis,UHID960342,3982 6203 7020,imaging,True,Consultation,117.4.127.39,Chennai,Hospital Workstation,success,28
2026-01-22T23:08:06.739884,MED0130,emergency_access,UHID882145,2114 7632 8100,patient_records,True,Follow-up,103.157.40.177,Coimbatore,Tablet,denied,63
2026-02-03T15:50:06.739889,MED0041,ayushman_verify,UHID530992,6580 9316 5192,prescriptions,True,Emergency,106.37.19.249,Kanpur,Hospital Workstation,success,39
2026-02-05T09:18:06.739896,MED0003,prescribe_medication,UHID982567,5684 3993 4475,patient_records,True,Treatment,103.241.118.70,Kanpur,Tablet,success,28
2026-01-19T21:39:06.739902,MED0007,ayushman_verify,UHID507046,8450 5923 6281,lab_results,True,Emergency,106.67.162.187,Coimbatore,Mobile,success,56
2026-02-17T22:04:06.739907,MED0141,ayushman_verify,UHID291128,8878 2612 6199,lab_results,True,Emergency,115.120.246.219,Kolkata,Mobile,success,52
2025-12-21T02:22:06.739912,MED0052,ayushman_verify,UHID217071,8664 2805 7231,billing,True,Treatment,1.97.173.135,Hyderabad,Tablet,success,3
2026-01-30T22:29:06.739918,MED0092,update_diagnosis,UHID113046,4079 6145 8432,billing,True,Emergency,49.159.91.19,Hyderabad,Mobile,success,83
2026-01-11T06:44:06.739923,MED0087,view_lab_results,UHID424999,5289 5862 1378,patient_records,True,Consultation,115.249.155.57,Bangalore,Tablet,success,62
2026-02-18T21:20:06.739929,MED0022,view_patient_record,UHID419815,8124 6750 6586,patient_records,True,Follow-up,49.121.4.46,Mumbai,Hospital Workstation,success,95
2026-01-27T22:39:06.739934,MED0104,ayushman_verify,UHID297869,3563 1826 5968,lab_results,True,Treatment,27.81.75.227,Jaipur,Tablet,denied,1
2026-01-17T09:17:06.739939,MED0067,update_diagnosis,UHID431566,1795 2233 4295,imaging,True,Follow-up,123.151.172.6,Kochi,Mobile,success,92
2026-02-18T02:29:06.739945,MED0014,ayushman_verify,UHID877533,8253 6292 3372,patient_records,True,Emergency,123.196.152.71,Nagpur,Tablet,success,2
2026-02-11T18:53:06.739950,MED0033,emergency_access,UHID241192,1441 9017 8138,prescriptions,True,Emergency,49.252.58.165,Visakhapatnam,Mobile,success,17
2026-01-02T23:38:06.739955,MED0004,emergency_access,UHID579266,9107 4144 5108,billing,True,Emergency,123.129.8.127,Jaipur,Hospital Workstation,success,79
2026-01-22T07:46:06.739961,MED0003,view_patient_record,UHID199946,8636 8828 6704,prescriptions,True,Follow-up,49.16.112.166,Bangalore,Tablet,success,88
2026-01-28T04:37:06.739966,MED0132,view_patient_record,UHID548168,8018 6096 1229,billing,True,Follow-up,103.59.89.7,Mumbai,Hospital Workstation,success,67
2026-01-12T04:03:06.739971,MED0032,discharge_patient,UHID160358,6032 8259 7650,prescriptions,True,Consultation,27.147.19.144,Kochi,Mobile,success,1
2026-01-19T13:45:06.739977,MED0051,ayushman_verify,UHID937480,4358 1443 6030,patient_records,True,Treatment,27.67.208.5,Surat,Tablet,success,100
2026-02-05T01:30:06.739982,MED0141,view_lab_results,UHID331265,3274 3751 2633,prescriptions,True,Follow-up,1.151.101.252,Chandigarh,Mobile,success,64
2026-01-28T13:57:06.739987,MED0037,discharge_patient,UHID355820,9306 2564 6618,prescriptions,True,Follow-up,27.107.87.203,Chandigarh,Mobile,success,41
2026-01-30T10:59:06.739993,MED0115,prescribe_medication,UHID983175,9670 4754 6936,patient_records,True,Follow-up,49.129.36.49,Coimbatore,Hospital Workstation,denied,60
2026-02-03T11:41:06.739998,MED0071,ayushman_verify,UHID698846,8945 3165 1043,lab_results,True,Emergency,123.63.73.61,Bhopal,Mobile,success,29
2025-12-28T22:05:06.740004,MED0040,discharge_patient,UHID244700,9606 9217 9744,billing,True,Follow-up,103.92.222.8,Delhi,Mobile,success,7
2026-01-02T15:48:06.740009,MED0109,ayushman_verify,UHID891412,9589 5706 2789,patient_records,True,Follow-up,115.242.236.87,Pune,Hospital Workstation,success,50
2026-01-10T03:19:06.740015,MED0050,discharge_patient,UHID315527,7604 5841 3382,patient_records,True,Follow-up,49.241.82.220,Kolkata,Mobile,success,2
2026-01-06T11:24:06.740020,MED0069,discharge_patient,UHID731271,2470 8192 5829,lab_results,True,Emergency,103.223.45.149,Bangalore,Mobile,success,68
2026-01-31T08:28:06.740026,MED0027,view_lab_results,UHID835869,3145 8364 6243,lab_results,True,Follow-up,103.12.128.238,Hyderabad,Hospital Workstation,success,25
2026-01-26T13:14:06.740031,MED0057,ayushman_verify,UHID496585,5692 2290 2125,imaging,True,Emergency,115.241.25.63,Kochi,Mobile,success,92
2026-02-04T20:07:06.740037,MED0019,discharge_patient,UHID548128,5229 1338 4995,imaging,True,Consultation,115.38.216.136,Vadodara,Mobile,success,75
2026-01-12T18:45:06.740042,MED0057,view_patient_record,UHID140887,2364 9883 6712,prescriptions,True,Consultation,103.191.248.193,Jaipur,Tablet,success,2
2026-02-13T19:52:06.740047,MED0057,emergency_access,UHID621182,2597 8924 5385,imaging,True,Consultation,103.242.93.63,Chennai,Mobile,success,30
2026-01-25T14:37:06.740053,MED0124,update_diagnosis,UHID125904,6419 8285 7574,lab_results,True,Treatment,115.85.197.235,Indore,Mobile,success,68
2026-01-18T08:38:06.740058,MED0094,ayushman_verify,UHID837441,2659 9537 8133,lab_results,True,Consultation,1.183.199.55,Coimbatore,Tablet,denied,68
2026-02-08T14:33:06.740064,MED0126,prescribe_medication,UHID313751,5785 1939 4291,prescriptions,True,Emergency,106.80.209.57,Surat,Tablet,success,26
2026-02-12T17:55:06.740070,MED0002,prescribe_medication,UHID488552,6050 6526 9680,billing,True,Follow-up,103.35.115.164,Bhopal,Tablet,success,21
2026-01-19T08:08:06.740075,MED0142,view_lab_results,UHID891883,8110 7621 9803,patient_records,True,Follow-up,1.158.173.179,Bhopal,Hospital Workstation,success,13
2026-02-18T05:27:06.740080,MED0118,emergency_access,UHID439428,1613 3817 8002,prescriptions,True,Follow-up,123.68.103.20,Jaipur,Tablet,success,19
2026-02-19T04:24:06.740085,MED0012,update_diagnosis,UHID475723,8985 8054 7466,imaging,True,Consultation,117.105.153.59,Surat,Mobile,success,56
2026-02-09T11:24:06.740091,MED0098,discharge_patient,UHID840419,7304 7682 5059,imaging,True,Follow-up,117.93.2.215,Jaipur,Tablet,denied,63
2026-01-24T02:55:06.740096,MED0128,ayushman_verify,UHID856512,5138 1934 5137,billing,True,Consultation,103.202.85.90,Bangalore,Mobile,denied,85
2026-01-27T21:26:06.740102,MED0032,view_patient_record,UHID549649,6625 3907 3306,imaging,True,Treatment,1.207.73.67,Kochi,Hospital Workstation,success,34
2026-01-19T23:35:06.740107,MED0111,view_lab_results,UHID308723,4878 6565 1881,lab_results,True,Follow-up,106.80.197.52,Hyderabad,Tablet,denied,29
2026-02-17T12:05:06.740115,MED0082,discharge_patient,UHID980475,8384 9583 6134,patient_records,True,Consultation,117.90.8.216,Bangalore,Hospital Workstation,success,3
2025-12-21T03:35:06.740120,MED0099,view_lab_results,UHID538070,9921 6231 3865,lab_results,True,Follow-up,27.237.212.32,Hyderabad,Tablet,success,93
2026-01-08T03:00:06.740126,MED0073,emergency_access,UHID300136,9310 5971 1159,patient_records,True,Treatment,117.31.182.218,Chennai,Hospital Workstation,success,2
2026-01-04T05:19:06.740131,MED0123,view_lab_results,UHID648245,7196 2661 9711,imaging,True,Follow-up,27.180.103.63,Vadodara,Hospital Workstation,success,26
2025-12-30T03:57:06.740136,MED0032,view_patient_record,UHID759827,5941 8175 7552,patient_records,True,Emergency,117.20.240.114,Bhopal,Hospital Workstation,success,31
